Index,Title,Author,Year,URL,DOI,Journal,Type,Status,FilePath,Abstract
849,Sketchar: Supporting Character Design and Illustration Prototyping Using Generative AI,"Ling, Long and Chen, Xinyi and Wen, Ruoyu and Li, Toby Jia-Jun and LC, RAY",2024,https://doi.org/10.1145/3677102,10.1145/3677102,Proc. ACM Hum.-Comput. Interact.,article,Failed,,"Character design in games involves interdisciplinary collaborations, typically between designers who create the narrative content, and illustrators who realize the design vision. However, traditional workflows face challenges in communication due to the differing backgrounds of illustrators and d..."
850,SoCC '22: Proceedings of the 13th Symposium on Cloud Computing,,2022,,,,proceedings,Failed,,"SoCC 2022 is the thirteenth annual ACMSymposium on Cloud Computing, the premier conference on cloud computing. It brings together researchers, software developers, end-users, and practitioners interested in wide-ranging aspects of cloud computing, and it is the only conference co-sponsored by the..."
851,ICSeB '23: Proceedings of the 2023 7th International Conference on Software and e-Business,,2023,,,,proceedings,Failed,,
852,AICCONF '24: Proceedings of the Cognitive Models and Artificial Intelligence Conference,,2024,,,,proceedings,Failed,,
853,Metamodeling and model transformations in modeling and simulation,"Cetinkaya, Deniz and Verbraeck, Alexander",2011,,,,inproceedings,Failed,,"Metamodeling and model transformations are the key concepts in Model Driven Development (MDD) approaches as they provide a mechanism for automated development of well structured and maintainable systems. However, neither defining a metamodel nor developing a model transformation is an easy task. ..."
854,Extracting Norms from Contracts Via ChatGPT: Opportunities and Challenges,"Haque, Amanul and Singh, Munindar P.",2025,https://doi.org/10.1007/978-3-031-82039-7_8,10.1007/978-3-031-82039-7_8,,inproceedings,Unknown,,"We investigate the effectiveness of ChatGPT in extracting norms from contracts. Norms provide a natural way to engineer multiagent systems by capturing how to govern the interactions between two or more autonomous parties. We extract norms of commitment, prohibition, authorization, and power, alo..."
855,ICDIS '24: Proceedings of the 2024 International Symposium on Integrated Circuit Design and Integrated Systems,,2024,,,,proceedings,Failed,,
856,Artificial Intelligence of Things: A Survey,"Siam, Shakhrul Iman and Ahn, Hyunho and Liu, Li and Alam, Samiul and Shen, Hui and Cao, Zhichao and Shroff, Ness and Krishnamachari, Bhaskar and Srivastava, Mani and Zhang, Mi",2025,https://doi.org/10.1145/3690639,10.1145/3690639,ACM Trans. Sen. Netw.,article,Failed,,"The integration of the Internet of Things (IoT) and modern Artificial Intelligence (AI) has given rise to a new paradigm known as the Artificial Intelligence of Things (AIoT). In this survey, we provide a systematic and comprehensive review of AIoT research. We examine AIoT literature related to ..."
857,AdaPlanner: adaptive planning from feedback with language models,"Sun, Haotian and Zhuang, Yuchen and Kong, Lingkai and Dai, Bo and Zhang, Chao",2023,,,,inproceedings,Failed,,"Large language models (LLMs) have recently demonstrated the potential in acting as autonomous agents for sequential decision-making tasks. However, most existing methods either take actions greedily without planning or rely on static plans that are not adaptable to environmental feedback. Consequ..."
858,WSDM '24: Proceedings of the 17th ACM International Conference on Web Search and Data Mining,,2024,,,,proceedings,Failed,,"It is our great pleasure to welcome you to the 17th ACM International Conference on Web Search and Data Mining - WSDM 2024. WSDM is one of the premier conferences in the fields of web search and data mining, with a dynamic and growing community from academia and industry. After two years of virtu..."
859,Few-Shot Multimodal Explanation for Visual Question Answering,"Xue, Dizhan and Qian, Shengsheng and Xu, Changsheng",2024,https://doi.org/10.1145/3664647.3681597,10.1145/3664647.3681597,,inproceedings,Failed,,A key object in eXplainable Artificial Intelligence (XAI) is to create intelligent systems capable of reasoning and explaining real-world data to facilitate reliable decision-making. Recent studies have acknowledged the importance of providing user-friendly and verifiable explanations to facilita...
862,ContextQ: Generated Questions to Support Meaningful Parent-Child Dialogue While Co-Reading,"Dietz Smith, Griffin and Prasad, Siddhartha and Davidson, Matt J. and Findlater, Leah and Shapiro, R. Benjamin",2024,https://doi.org/10.1145/3628516.3655809,10.1145/3628516.3655809,,inproceedings,Failed,,"Much of early literacy education happens at home with caretakers reading books to young children. Prior research demonstrates how having dialogue with children during co-reading can develop critical reading readiness skills, but most adult readers are unsure if and how to lead effective conversat..."
861,TAHRI '24: Proceedings of the 2024 International Symposium on Technological Advances in Human-Robot Interaction,,2024,,,,proceedings,Failed,,
862,ContextQ: Generated Questions to Support Meaningful Parent-Child Dialogue While Co-Reading,"Dietz Smith, Griffin and Prasad, Siddhartha and Davidson, Matt J. and Findlater, Leah and Shapiro, R. Benjamin",2024,https://doi.org/10.1145/3628516.3655809,10.1145/3628516.3655809,,inproceedings,Failed,,"Much of early literacy education happens at home with caretakers reading books to young children. Prior research demonstrates how having dialogue with children during co-reading can develop critical reading readiness skills, but most adult readers are unsure if and how to lead effective conversat..."
863,From Text to Self: Users’ Perception of AIMC Tools on Interpersonal Communication and Self,"Fu, Yue and Foell, Sami and Xu, Xuhai and Hiniker, Alexis",2024,https://doi.org/10.1145/3613904.3641955,10.1145/3613904.3641955,,inproceedings,Failed,,"In the rapidly evolving landscape of AI-mediated communication (AIMC), tools powered by Large Language Models (LLMs) are becoming integral to interpersonal communication. Employing a mixed-methods approach, we conducted a one-week diary and interview study to explore users’ perceptions of these t..."
864,Intelligent System Construction Paths for Digitalization Process of Real Economy: A Study from the Perspective of Artificial Intelligence and Platform Leverage,"Zhang, Huayao and Wen, Jing and Chen, Xiaoling and Ge, Yuqing and Chen, Yuting and Zakarya, Muhammad",2022,https://doi.org/10.1155/2022/1027211,10.1155/2022/1027211,Sci. Program.,article,Failed,,"This study studies the internal driving force and system construction issues in the integration of information technology and traditional business. Established on theory of platform leverage in the value creation, we use causal analysis and case studies to explore two closely related questions wi..."
865,CIBDA '24: Proceedings of the 5th International Conference on Computer Information and Big Data Applications,,2024,,,,proceedings,Failed,,
866,VRCAI '24: Proceedings of the 19th ACM SIGGRAPH International Conference on Virtual-Reality Continuum and its Applications in Industry,,2024,,,,proceedings,Failed,,
867,Mathemyths: Leveraging Large Language Models to Teach Mathematical Language through Child-AI Co-Creative Storytelling,"Zhang, Chao and Liu, Xuechen and Ziska, Katherine and Jeon, Soobin and Yu, Chi-Lin and Xu, Ying",2024,https://doi.org/10.1145/3613904.3642647,10.1145/3613904.3642647,,inproceedings,Failed,,"Mathematical language is a cornerstone of a child’s mathematical development, and children can effectively acquire this language through storytelling with a knowledgeable and engaging partner. In this study, we leverage the recent advances in large language models to conduct free-form, creative c..."
868,ICCBD '24: Proceedings of the 2024 International Conference on Cloud Computing and Big Data,,2024,,,,proceedings,Failed,,
869,dg.o '24: Proceedings of the 25th Annual International Conference on Digital Government Research,,2024,,,,proceedings,Failed,,
870,NAIC '24: Proceedings of the 2024 SIGCOMM Workshop on Networks for AI Computing,,2024,,,,proceedings,Failed,,
871,EITCE '23: Proceedings of the 2023 7th International Conference on Electronic Information Technology and Computer Engineering,,2023,,,,proceedings,Failed,,
872,MobileHCI '24 Adjunct: Adjunct Proceedings of the 26th International Conference on Mobile Human-Computer Interaction,,2024,,,,proceedings,Failed,,
873,ICCIP '23: Proceedings of the 2023 9th International Conference on Communication and Information Processing,,2023,,,,proceedings,Failed,,
874,RecSys '23: Proceedings of the 17th ACM Conference on Recommender Systems,,2023,,,,proceedings,Failed,,
875,ACM SIGCOMM '24: Proceedings of the ACM SIGCOMM 2024 Conference,,2024,,,,proceedings,Failed,,
876,IUI '24: Proceedings of the 29th International Conference on Intelligent User Interfaces,,2024,,,,proceedings,Failed,,
877,MLMI '24: Proceedings of the 2024 7th International Conference on Machine Learning and Machine Intelligence (MLMI),,2024,,,,proceedings,Failed,,
878,"MIG '24: Proceedings of the 17th ACM SIGGRAPH Conference on Motion, Interaction, and Games",,2024,,,,proceedings,Failed,,
879,"MOBISYS '24: Proceedings of the 22nd Annual International Conference on Mobile Systems, Applications and Services",,2024,,,,proceedings,Failed,,
880,PaLM: scaling language modeling with pathways,"Chowdhery, Aakanksha and Narang, Sharan and Devlin, Jacob and Bosma, Maarten and Mishra, Gaurav and Roberts, Adam and Barham, Paul and Chung, Hyung Won and Sutton, Charles and Gehrmann, Sebastian and Schuh, Parker and Shi, Kensen and Tsvyashchenko, Sashank and Maynez, Joshua and Rao, Abhishek and Barnes, Parker and Tay, Yi and Shazeer, Noam and Prabhakaran, Vinodkumar and Reif, Emily and Du, Nan and Hutchinson, Ben and Pope, Reiner and Bradbury, James and Austin, Jacob and Isard, Michael and Gur-Ari, Guy and Yin, Pengcheng and Duke, Toju and Levskaya, Anselm and Ghemawat, Sanjay and Dev, Sunipa and Michalewski, Henryk and Garcia, Xavier and Misra, Vedant and Robinson, Kevin and Fedus, Liam and Zhou, Denny and Ippolito, Daphne and Luan, David and Lim, Hyeontaek and Zoph, Barret and Spiridonov, Alexander and Sepassi, Ryan and Dohan, David and Agrawal, Shivani and Omernick, Mark and Dai, Andrew M. and Pillai, Thanumalayan Sankaranarayana and Pellat, Marie and Lewkowycz, Aitor and Moreira, Erica and Child, Rewon and Polozov, Oleksandr and Lee, Katherine and Zhou, Zongwei and Wang, Xuezhi and Saeta, Brennan and Diaz, Mark and Firat, Orhan and Catasta, Michele and Wei, Jason and Meier-Hellstern, Kathy and Eck, Douglas and Dean, Jeff and Petrov, Slav and Fiedel, Noah",2023,,,J. Mach. Learn. Res.,article,Failed,,"Large language models have been shown to achieve remarkable performance across a variety of natural language tasks using few-shot learning, which drastically reduces the number of task-specific training examples needed to adapt the model to a particular application. To further our understanding o..."
881,HILDA 24: Proceedings of the 2024 Workshop on Human-In-the-Loop Data Analytics,,2024,,,,proceedings,Failed,,
882,SPAA '24: Proceedings of the 36th ACM Symposium on Parallelism in Algorithms and Architectures,,2024,,,,proceedings,Failed,,"It is our great pleasure to welcome you to the 36th ACM Symposium on Parallelism in Algorithms and Architectures - SPAA 2024. SPAA aims to develop a deeper understanding of parallel and distributed computing, both in theory and in practice. Topics relevant to SPAA include algorithms, data structu..."
883,"ARES '23: Proceedings of the 18th International Conference on Availability, Reliability and Security",,2023,,,,proceedings,Failed,,
884,Enhancing smart home interaction through multimodal command disambiguation,Cal\`{o,2024,https://doi.org/10.1007/s00779-024-01827-3,10.1007/s00779-024-01827-3,Personal Ubiquitous Comput.,article,Success,papers/Enhancing smart home interaction through multimodal command disambiguation_2024.pdf,"Smart speakers are entering our homes and enriching the connected ecosystem already present in them. Home inhabitants can use those to execute relatively simple commands, e.g., turning a lamp on. Their capabilities to interpret more complex and ambiguous commands (e.g., make this room warmer) are..."
885,Automatic Database Configuration Debugging using Retrieval-Augmented Language Models,"Chen, Sibei and Fan, Ju and Wu, Bin and Tang, Nan and Deng, Chao and Wang, Pengyi and Li, Ye and Tan, Jian and Li, Feifei and Zhou, Jingren and Du, Xiaoyong",2025,https://doi.org/10.1145/3709663,10.1145/3709663,Proc. ACM Manag. Data,article,Failed,,"Database management system (DBMS) configuration debugging, e.g., diagnosing poorly configured DBMS knobs and generating troubleshooting recommendations, is crucial in optimizing DBMS performance. However, the configuration debugging process is tedious and, sometimes challenging, even for seasoned..."
886,ICBDDM '24: Proceedings of the 2024 International Conference on Big Data and Digital Management,,2024,,,,proceedings,Failed,,
887,Linear alignment: a closed-form solution for aligning human preferences without tuning and feedback,"Gao, Songyang and Ge, Qiming and Shen, Wei and Dou, Shihan and Ye, Junjie and Wang, Xiao and Zheng, Rui and Zou, Yicheng and Chen, Zhi and Yan, Hang and Zhang, Qi and Lin, Dahua",2024,,,,inproceedings,Failed,,"The success of AI assistants based on Language Models (LLMs) hinges on Reinforcement Learning from Human Feedback (RLHF) to comprehend and align with user intentions. However, traditional alignment algorithms, such as PPO, are hampered by complex annotation and training requirements. This relianc..."
888,ICMLC '24: Proceedings of the 2024 16th International Conference on Machine Learning and Computing,,2024,,,,proceedings,Failed,,
889,PETRA '24: Proceedings of the 17th International Conference on PErvasive Technologies Related to Assistive Environments,,2024,,,,proceedings,Failed,,
890,ICETC '24: Proceedings of the 2024 16th International Conference on Education Technology and Computers,,2024,,,,proceedings,Failed,,
891,"CAICE '24: Proceedings of the 3rd International Conference on Computer, Artificial Intelligence and Control Engineering",,2024,,,,proceedings,Failed,,
892,Caring for a companion as a form of self-care. Exploring the design space for irritating companion technologies for mental health,"Tost, Jordi and Flechtner, Rahel and Mau\'{e",2024,https://doi.org/10.1145/3679318.3685343,10.1145/3679318.3685343,,inproceedings,Failed,,This paper presents an approach to designing companion technologies for mental health based on a case study on social anxiety disorder (SAD). We highlight the potential of an irritating dimension of user experience and propose including irritating qualities in companions as a strategy to disrupt ...
893,CHIIR '24: Proceedings of the 2024 Conference on Human Information Interaction and Retrieval,,2024,,,,proceedings,Failed,,
894,SayNav: grounding large language models for dynamic planning to navigation in new environments,"Rajvanshi, Abhinav and Sikka, Karan and Lin, Xiao and Lee, Bhoram and Chiu, Han-Pang and Velasquez, Alvaro",2024,https://doi.org/10.1609/icaps.v34i1.31506,10.1609/icaps.v34i1.31506,,inproceedings,Failed,,"Semantic reasoning and dynamic planning capabilities are crucial for an autonomous agent to perform complex navigation tasks in unknown environments. It requires a large amount of common-sense knowledge, that humans possess, to succeed in these tasks. We present SayNav, a new approach that levera..."
895,AIMLSystems '23: Proceedings of the Third International Conference on AI-ML Systems,,2023,,,,proceedings,Failed,,
896,"CMNM '24: Proceedings of the International Conference on Modeling, Natural Language Processing and Machine Learning",,2024,,,,proceedings,Failed,,
897,SimUser: Generating Usability Feedback by Simulating Various Users Interacting with Mobile Applications,"Xiang, Wei and Zhu, Hanfei and Lou, Suqi and Chen, Xinli and Pan, Zhenghua and Jin, Yuping and Chen, Shi and Sun, Lingyun",2024,https://doi.org/10.1145/3613904.3642481,10.1145/3613904.3642481,,inproceedings,Failed,,"The conflict between the rapid iteration demand of prototyping and the time-consuming nature of user tests has led researchers to adopt AI methods to identify usability issues. However, these AI-driven methods concentrate on evaluating the feasibility of a system, while often overlooking the infl..."
898,SIGMIS-CPR '24: Proceedings of the 2024 Computers and People Research Conference,,2024,,,,proceedings,Failed,,
899,SIGIR-AP 2024: Proceedings of the 2024 Annual International ACM SIGIR Conference on Research and Development in Information Retrieval in the Asia Pacific Region,,2024,,,,proceedings,Failed,,"It is our great pleasure to welcome you to the 2024 Annual International ACM SIGIR Conference on Research and Development in Information Retrieval in the Asia Pacific Region - the Second SIGIR-AP, hosted at Waseda University Nishiwaseda Campus, Tokyo, Japan, in December 2024. Following the great ..."
900,SBQS '24: Proceedings of the XXIII Brazilian Symposium on Software Quality,,2024,,,,proceedings,Failed,,
901,SA '24: SIGGRAPH Asia 2024 Conference Papers,,2024,,,,proceedings,Failed,,
902,NordiCHI '24 Adjunct: Adjunct Proceedings of the 2024 Nordic Conference on Human-Computer Interaction,,2024,,,,proceedings,Failed,,
903,Embodied intelligence in manufacturing: leveraging large language models for autonomous industrial robotics,"Fan, Haolin and Liu, Xuan and Fuh, Jerry Ying Hsi and Lu, Wen Feng and Li, Bingbing",2024,https://doi.org/10.1007/s10845-023-02294-y,10.1007/s10845-023-02294-y,J. Intell. Manuf.,article,Failed,,"This paper delves into the potential of Large Language Model (LLM) agents for industrial robotics, with an emphasis on autonomous design, decision-making, and task execution within manufacturing contexts. We propose a comprehensive framework that includes three core components: (1) matches manufa..."
904,ITiCSE 2024: Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,,2024,,,,proceedings,Failed,,"Welcome to the 29th annual conference on Innovation and Technology in Computer Science Education (ITiCSE 2024), hosted by Universit\`{a"
905,Towards integrated learning experiences on social media: An exploration of #DayInTheLife videos for career exploration,"Malik, Hayat and Bhandari, Sonali and Fonseca, Elizabeth L and Bonaccorsi, Chiara and Lee, David",2024,https://doi.org/10.1145/3643834.3661566,10.1145/3643834.3661566,,inproceedings,Failed,,"Though social media platforms contain rich information and insights on professional life, encounters with this content are often fleeting and disconnected, raising questions about the extent social media content is valuable for career identity formation. This paper reports on a research through d..."
906,CGO '25: Proceedings of the 23rd ACM/IEEE International Symposium on Code Generation and Optimization,,2025,,,,proceedings,Failed,,"Welcome to the 23nd ACM/IEEE International Symposium on Code Generation and Optimization (CGO ’25), where we invite you to fabulous Las Vegas."
907,IUI '24 Companion: Companion Proceedings of the 29th International Conference on Intelligent User Interfaces,,2024,,,,proceedings,Failed,,
908,SIGSPATIAL '22: Proceedings of the 30th International Conference on Advances in Geographic Information Systems,,2022,,,,proceedings,Failed,,"The conference started as a series of workshops and symposia back in 1993 with the aim of promoting interdisciplinary discussions among researchers, developers, users, and practitioners and fostering research in all aspects of geographic information systems, especially in relation to novel system..."
909,UbiComp/ISWC '23 Adjunct: Adjunct Proceedings of the 2023 ACM International Joint Conference on Pervasive and Ubiquitous Computing \& the 2023 ACM International Symposium on Wearable Computing,,2023,,,,proceedings,Failed,,
910,SLE '24: Proceedings of the 17th ACM SIGPLAN International Conference on Software Language Engineering,,2024,,,,proceedings,Failed,,"Welcome to the 17th ACM SIGPLAN International Conference on Software Language Engineering (SLE), held in Pasadena, California, USA, October 20–21 2024, as part of SPLASH 2024. The SLE conference is devoted to the principles of software languages: their design, their implementation, and their evol..."
911,ICBDE '24: Proceedings of the 2024 7th International Conference on Big Data and Education,,2024,,,,proceedings,Failed,,
912,Artificial intelligence in perinatal mental health research: A scoping review,"Kwok, Wai Hang and Zhang, Yuanpeng and Wang, Guanjin",2024,https://doi.org/10.1016/j.compbiomed.2024.108685,10.1016/j.compbiomed.2024.108685,Comput. Biol. Med.,article,Failed,,
913,"CMLDS '24: Proceedings of the International Conference on Computing, Machine Learning and Data Science",,2024,,,,proceedings,Failed,,
914,IC3-2024: Proceedings of the 2024 Sixteenth International Conference on Contemporary Computing,,2024,,,,proceedings,Failed,,
915,SA '23: SIGGRAPH Asia 2023 Art Papers,,2023,,,,proceedings,Failed,,
916,EuroMLSys '23: Proceedings of the 3rd Workshop on Machine Learning and Systems,,2023,,,,proceedings,Failed,,
917,ICVGIP '24: Proceedings of the Fifteenth Indian Conference on Computer Vision Graphics and Image Processing,,2024,,,,proceedings,Failed,,
918,ISAIE '24: Proceedings of the 2024 International Symposium on Artificial Intelligence for Education,,2024,,,,proceedings,Failed,,
919,"EAAMO '24: Proceedings of the 4th ACM Conference on Equity and Access in Algorithms, Mechanisms, and Optimization",,2024,,,,proceedings,Failed,,
922,Concurrent object-oriented programming with agent-oriented abstractions: the ALOO approach,"Ricci, Alessandro and Santi, Andrea",2013,https://doi.org/10.1145/2541329.2541333,10.1145/2541329.2541333,,inproceedings,Failed,,"A long-standing problem in concurrent object-oriented programming is finding a sound and effective way to integrate active entities - being them actors, active objects, processes - with plain passive objects. Even if the problem is quite old, this is still an open issue: different kinds of approa..."
921,"A Survey of the Potential Long-term Impacts of AI: How AI Could Lead to Long-term Changes in Science, Cooperation, Power, Epistemics and Values","Clarke, Sam and Whittlestone, Jess",2022,https://doi.org/10.1145/3514094.3534131,10.1145/3514094.3534131,,inproceedings,Failed,,"It is increasingly recognised that advances in artificial intelligence could have large and long-lasting impacts on society. However, what form those impacts will take, just how large and long-lasting they will be, and whether they will ultimately be positive or negative for humanity, is far from..."
922,Concurrent object-oriented programming with agent-oriented abstractions: the ALOO approach,"Ricci, Alessandro and Santi, Andrea",2013,https://doi.org/10.1145/2541329.2541333,10.1145/2541329.2541333,,inproceedings,Failed,,"A long-standing problem in concurrent object-oriented programming is finding a sound and effective way to integrate active entities - being them actors, active objects, processes - with plain passive objects. Even if the problem is quite old, this is still an open issue: different kinds of approa..."
923,SA '24: SIGGRAPH Asia 2024 Posters,,2024,,,,proceedings,Failed,,
924,VirtuWander: Enhancing Multi-modal Interaction for Virtual Tour Guidance through Large Language Models,"Wang, Zhan and Yuan, Lin-Ping and Wang, Liangwei and Jiang, Bingchuan and Zeng, Wei",2024,https://doi.org/10.1145/3613904.3642235,10.1145/3613904.3642235,,inproceedings,Failed,,"Tour guidance in virtual museums encourages multi-modal interactions to boost user experiences, concerning engagement, immersion, and spatial awareness. Nevertheless, achieving the goal is challenging due to the complexity of comprehending diverse user needs and accommodating personalized user pr..."
925,SA '24: SIGGRAPH Asia 2024 Art Papers,,2024,,,,proceedings,Failed,,
926,IAIT '23: Proceedings of the 13th International Conference on Advances in Information Technology,,2023,,,,proceedings,Failed,,
927,"CloChat: Understanding How People Customize, Interact, and Experience Personas in Large Language Models","Ha, Juhye and Jeon, Hyeon and Han, Daeun and Seo, Jinwook and Oh, Changhoon",2024,https://doi.org/10.1145/3613904.3642472,10.1145/3613904.3642472,,inproceedings,Failed,,"Large language models (LLMs) have facilitated significant strides in generating conversational agents, enabling seamless, contextually relevant dialogues across diverse topics. However, the existing LLM-driven conversational agents have fixed personalities and functionalities, limiting their adap..."
928,PEARC '24: Practice and Experience in Advanced Research Computing 2024: Human Powered Computing,,2024,,,,proceedings,Failed,,
929,"IPMLP '24: Proceedings of the International Conference on Image Processing, Machine Learning and Pattern Recognition",,2024,,,,proceedings,Failed,,
930,LAK '25: Proceedings of the 15th International Learning Analytics and Knowledge Conference,,2025,,,,proceedings,Failed,,
931,MALACHITE - Enabling Users to Teach GUI-Aware Natural Language Interfaces,"Ruoff, Marcel and Myers, Brad A. and Maedche, Alexander",2025,https://doi.org/10.1145/3716141,10.1145/3716141,ACM Trans. Interact. Intell. Syst.,article,Success,papers/MALACHITE - Enabling Users to Teach GUI-Aware Natural Language Interfaces_2025.pdf,"Users can adapt contemporary natural language interfaces (NLIs) by teaching the NLIs how to handle new natural language (NL) inputs. One promising approach is interactive task learning (ITL), which enables users to teach new NL inputs for multi-modal systems. While recent advances enable users to..."
932,SIGSPATIAL '23: Proceedings of the 31st ACM International Conference on Advances in Geographic Information Systems,,2023,,,,proceedings,Failed,,"The conference started as a series of workshops and symposia back in 1993 with the aim of promoting interdisciplinary discussions among researchers, developers, users, and practitioners and fostering research in all aspects of geographic information systems, especially in relation to novel system..."
933,SIGDOC '24: Proceedings of the 42nd ACM International Conference on Design of Communication,,2024,,,,proceedings,Failed,,
934,DEAI '24: Proceedings of the 2024 Guangdong-Hong Kong-Macao Greater Bay Area International Conference on Digital Economy and Artificial Intelligence,,2024,,,,proceedings,Failed,,
935,Nash learning from human feedback,"Munos, R\'{e",2024,,,,inproceedings,Failed,,"Reinforcement learning from human feedback (RLHF) has emerged as the main paradigm for aligning large language models (LLMs) with human preferences. Traditionally, RLHF involves the initial step of learning a reward model from pairwise human feedback, i.e., expressed as preferences between pairs ..."
936,MLNLP '23: Proceedings of the 2023 6th International Conference on Machine Learning and Natural Language Processing,,2023,,,,proceedings,Failed,,
937,ICIMMI '22: Proceedings of the 4th International Conference on Information Management \& Machine Intelligence,,2022,,,,proceedings,Failed,,
938,ICCPR '23: Proceedings of the 2023 12th International Conference on Computing and Pattern Recognition,,2023,,,,proceedings,Failed,,
943,ICETM '24: Proceedings of the 2024 7th International Conference on Educational Technology Management,,2024,,,,proceedings,Failed,,
940,ICSE '23: Proceedings of the 45th International Conference on Software Engineering,,2023,,,,proceedings,Failed,,"ICSE is the leading and by far the largest conference in Software Engineering, attracting researchers, practitioners and students from around the world. ICSE2023 is co-located with 10 conferences and symposia this year, many long-established and prestigious venues in their own right."
941,SOICT '23: Proceedings of the 12th International Symposium on Information and Communication Technology,,2023,,,,proceedings,Failed,,
942,DISTILLM: towards streamlined distillation for large language models,"Ko, Jongwoo and Kim, Sungnyun and Chen, Tianyi and Yun, Se-Young",2024,,,,inproceedings,Failed,,"Knowledge distillation (KD) is widely used for compressing a teacher model to a smaller student model, reducing its inference cost and memory footprint while preserving model capabilities. However, current KD methods for auto-regressive sequence models (e.g., large language models) suffer from mi..."
943,ICETM '24: Proceedings of the 2024 7th International Conference on Educational Technology Management,,2024,,,,proceedings,Failed,,
944,LaMPost: Design and Evaluation of an AI-assisted Email Writing Prototype for Adults with Dyslexia,"Goodman, Steven M. and Buehler, Erin and Clary, Patrick and Coenen, Andy and Donsbach, Aaron and Horne, Tiffanie N. and Lahav, Michal and MacDonald, Robert and Michaels, Rain Breaw and Narayanan, Ajit and Pushkarna, Mahima and Riley, Joel and Santana, Alex and Shi, Lei and Sweeney, Rachel and Weaver, Phil and Yuan, Ann and Morris, Meredith Ringel",2022,https://doi.org/10.1145/3517428.3544819,10.1145/3517428.3544819,,inproceedings,Failed,,"Prior work has explored the writing challenges experienced by people with dyslexia, and the potential for new spelling, grammar, and word retrieval technologies to address these challenges. However, the capabilities for natural language generation demonstrated by the latest class of large languag..."
945,JCRAI '23: Proceedings of the 2023 International Joint Conference on Robotics and Artificial Intelligence,,2023,,,,proceedings,Failed,,
946,GECCO '23 Companion: Proceedings of the Companion Conference on Genetic and Evolutionary Computation,,2023,,,,proceedings,Failed,,"GECCO is the largest peer-reviewed conference in the field of Evolutionary Computation, and the main conference of the Special Interest Group on Genetic and Evolutionary Computation (SIGEVO) of the Association for Computing Machinery (ACM)."
947,CHI EA '23: Extended Abstracts of the 2023 CHI Conference on Human Factors in Computing Systems,,2023,,,,proceedings,Failed,,
948,GPT-4 as a Moral Reasoner for Robot Command Rejection,"Wen, Ruchen and Ferraro, Francis and Matuszek, Cynthia",2024,https://doi.org/10.1145/3687272.3688319,10.1145/3687272.3688319,,inproceedings,Failed,,"To support positive, ethical human-robot interactions, robots need to be able to respond to unexpected situations in which societal norms are violated, including rejecting unethical commands. Implementing robust communication for robots is inherently difficult due to the variability of context in..."
949,MSR '24: Proceedings of the 21st International Conference on Mining Software Repositories,,2024,,,,proceedings,Failed,,MSR is a thriving research community that organizes a yearly conference with a solid reputation amongst software engineering researchers.
950,Performance-based ontology matching,"Amin, Muhammad Bilal and Khan, Wajahat Ali and Lee, Sungyoung and Kang, Byeong Ho",2015,https://doi.org/10.1007/s10489-015-0648-z,10.1007/s10489-015-0648-z,Applied Intelligence,article,Failed,,"Ontology matching is among the core techniques used for heterogeneity resolution by information and knowledge-based systems. However, due to the excess and ever-evolving nature of data, ontologies are becoming large-scale and complex; consequently, leading to performance bottlenecks during ontolo..."
951,IECT '24: Proceedings of the 2024 International Conference on Intelligent Education and Computer Technology,,2024,,,,proceedings,Failed,,
952,CIIS '24: Proceedings of the 2024 7th International Conference on Computational Intelligence and Intelligent Systems,,2024,,,,proceedings,Failed,,
953,UIST '24: Proceedings of the 37th Annual ACM Symposium on User Interface Software and Technology,,2024,,,,proceedings,Failed,,
954,"GUIDE-AI '24: Proceedings of the Conference on Governance, Understanding and Integration of Data for Effective and Responsible AI",,2024,,,,proceedings,Failed,,
955,ICSCA '24: Proceedings of the 2024 13th International Conference on Software and Computer Applications,,2024,,,,proceedings,Failed,,
956,"Opinion Paper: “So what if ChatGPT wrote it?” Multidisciplinary perspectives on opportunities, challenges and implications of generative conversational AI for research, practice and policy","Dwivedi, Yogesh K. and Kshetri, Nir and Hughes, Laurie and Slade, Emma Louise and Jeyaraj, Anand and Kar, Arpan Kumar and Baabdullah, Abdullah M. and Koohang, Alex and Raghavan, Vishnupriya and Ahuja, Manju and Albanna, Hanaa and Albashrawi, Mousa Ahmad and Al-Busaidi, Adil S. and Balakrishnan, Janarthanan and Barlette, Yves and Basu, Sriparna and Bose, Indranil and Brooks, Laurence and Buhalis, Dimitrios and Carter, Lemuria and Chowdhury, Soumyadeb and Crick, Tom and Cunningham, Scott W. and Davies, Gareth H. and Davison, Robert M. and D\'{e",2023,https://doi.org/10.1016/j.ijinfomgt.2023.102642,10.1016/j.ijinfomgt.2023.102642,Int. J. Inf. Manag.,article,Failed,,
957,CHI PLAY Companion '23: Companion Proceedings of the Annual Symposium on Computer-Human Interaction in Play,,2023,,,,proceedings,Failed,,
